lat,lon,timezone,timezone_offset,dt,sunrise,sunset,moonrise,moonset,moon_phase,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,clouds,pop,rain,uvi,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,weather_id,weather_main,weather_description,weather_icon,current,location
1.3521,103.8198,Asia/Singapore,28800,1646888400,1646867538,1646911090,1646888040,1646843580,0.25,1009,73,296.42,5.13,37,8.37,100,0.98,9.14,13.39,301.56,297.92,303.19,300.1,300.72,298.03,305.1,302.87,303.7,298.92,501,Rain,moderate rain,10d,1646922263.202616,Singapore
1.3521,103.8198,Asia/Singapore,28800,1646974800,1646953920,1646997476,1646977440,1646932980,0.27,1008,60,294.75,5.13,11,8.15,67,0.41,0.23,14.43,303.1,297.9,303.98,298.86,301.17,297.9,305.89,299.55,304.27,298.78,500,Rain,light rain,10d,1646922263.202616,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647061200,1647040301,1647083861,1647066840,1647022380,0.3,1007,60,294.06,4.51,29,7.15,77,0.38,0.27,15.2,302.53,297.4,303.03,298.99,300.91,297.4,304.84,299.72,303.73,298.02,500,Rain,light rain,10d,1646922263.202616,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647147600,1647126682,1647170247,1647156360,1647111840,0.33,1007,66,295.27,4.27,15,7.05,99,0.3,0.18,14.38,302.22,297.77,302.22,300.45,300.94,297.79,305.3,303.13,304.05,298.58,500,Rain,light rain,10d,1646922263.202616,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647234000,1647213063,1647256632,1647245760,1647201300,0.36,1007,69,296.01,3.06,43,3.58,86,0.97,7.15,14.31,302.15,298.87,302.15,299.6,300.56,299.19,305.69,299.6,303.71,299.19,500,Rain,light rain,10d,1646922263.202616,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647320400,1647299443,1647343016,1647335160,1647290640,0.39,1007,71,296.25,2.86,43,3.43,65,0.94,10.89,15.0,301.84,298.38,301.84,299.59,299.86,298.9,305.38,299.59,302.18,299.78,501,Rain,moderate rain,10d,1646922263.202616,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1006,70,295.98,4.03,76,4.79,27,0.89,3.01,15.0,301.78,298.52,301.78,299.73,300.37,298.62,305.09,299.73,303.28,299.42,500,Rain,light rain,10d,1646922263.202616,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1007,69,295.79,3.28,46,4.08,71,0.92,7.71,15.0,301.78,298.56,301.82,299.6,300.49,298.94,304.92,299.6,303.44,299.79,500,Rain,light rain,10d,1646922263.202616,Singapore
1.3521,103.8198,Asia/Singapore,28800,1646888400,1646867538,1646911090,1646888040,1646843580,0.25,1009,73,296.42,5.13,37,8.37,100,0.98,9.14,13.39,301.56,297.92,303.19,300.1,300.72,298.03,305.1,302.87,303.7,298.92,501,Rain,moderate rain,10d,1646922578.9979472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1646974800,1646953920,1646997476,1646977440,1646932980,0.27,1008,60,294.75,5.13,11,8.15,67,0.41,0.23,14.43,303.1,297.9,303.98,298.86,301.17,297.9,305.89,299.55,304.27,298.78,500,Rain,light rain,10d,1646922578.9979472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647061200,1647040301,1647083861,1647066840,1647022380,0.3,1007,60,294.06,4.51,29,7.15,77,0.38,0.27,15.2,302.53,297.4,303.03,298.99,300.91,297.4,304.84,299.72,303.73,298.02,500,Rain,light rain,10d,1646922578.9979472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647147600,1647126682,1647170247,1647156360,1647111840,0.33,1007,66,295.27,4.27,15,7.05,99,0.3,0.18,14.38,302.22,297.77,302.22,300.45,300.94,297.79,305.3,303.13,304.05,298.58,500,Rain,light rain,10d,1646922578.9979472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647234000,1647213063,1647256632,1647245760,1647201300,0.36,1007,69,296.01,3.06,43,3.58,86,0.97,7.15,14.31,302.15,298.87,302.15,299.6,300.56,299.19,305.69,299.6,303.71,299.19,500,Rain,light rain,10d,1646922578.9979472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647320400,1647299443,1647343016,1647335160,1647290640,0.39,1007,71,296.25,2.86,43,3.43,65,0.94,10.89,15.0,301.84,298.38,301.84,299.59,299.86,298.9,305.38,299.59,302.18,299.78,501,Rain,moderate rain,10d,1646922578.9979472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1006,70,295.98,4.03,76,4.79,27,0.89,3.01,15.0,301.78,298.52,301.78,299.73,300.37,298.62,305.09,299.73,303.28,299.42,500,Rain,light rain,10d,1646922578.9979472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1007,69,295.79,3.28,46,4.08,71,0.92,7.71,15.0,301.78,298.56,301.82,299.6,300.49,298.94,304.92,299.6,303.44,299.79,500,Rain,light rain,10d,1646922578.9979472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1646888400,1646867538,1646911090,1646888040,1646843580,0.25,1009,73,296.42,5.13,37,8.37,100,0.98,9.14,13.39,301.56,297.92,303.19,300.11,300.8,298.03,305.1,303.08,303.75,298.92,501,Rain,moderate rain,10d,1646924368.3352036,Singapore
1.3521,103.8198,Asia/Singapore,28800,1646974800,1646953920,1646997476,1646977440,1646932980,0.27,1008,60,294.75,5.13,11,8.15,67,0.41,0.12,14.43,303.1,297.9,303.98,298.86,301.17,297.9,305.89,299.55,304.27,298.78,500,Rain,light rain,10d,1646924368.3352036,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647061200,1647040301,1647083861,1647066840,1647022380,0.3,1007,60,294.06,4.51,29,7.15,77,0.38,0.27,15.2,302.53,297.4,303.03,298.99,300.91,297.4,304.84,299.72,303.73,298.02,500,Rain,light rain,10d,1646924368.3352036,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647147600,1647126682,1647170247,1647156360,1647111840,0.33,1007,66,295.27,4.27,15,7.05,99,0.3,0.18,14.38,302.22,297.77,302.22,300.45,300.94,297.79,305.3,303.13,304.05,298.58,500,Rain,light rain,10d,1646924368.3352036,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647234000,1647213063,1647256632,1647245760,1647201300,0.36,1007,69,296.01,3.06,43,3.58,86,0.97,7.15,14.31,302.15,298.87,302.15,299.6,300.56,299.19,305.69,299.6,303.71,299.19,500,Rain,light rain,10d,1646924368.3352036,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647320400,1647299443,1647343016,1647335160,1647290640,0.39,1007,71,296.25,2.86,43,3.43,65,0.94,10.89,15.0,301.84,298.38,301.84,299.59,299.86,298.9,305.38,299.59,302.18,299.78,501,Rain,moderate rain,10d,1646924368.3352036,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1006,70,295.98,4.03,76,4.79,27,0.89,3.01,15.0,301.78,298.52,301.78,299.73,300.37,298.62,305.09,299.73,303.28,299.42,500,Rain,light rain,10d,1646924368.3352036,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1007,69,295.79,3.28,46,4.08,71,0.92,7.71,15.0,301.78,298.56,301.82,299.6,300.49,298.94,304.92,299.6,303.44,299.79,500,Rain,light rain,10d,1646924368.3352036,Singapore
1.3521,103.8198,Asia/Singapore,28800,1646974800,1646953920,1646997476,1646977440,1646932980,0.27,1007,65,295.85,4.75,30,6.65,58,0.84,1.32,15.21,302.89,298.0,302.89,298.61,300.7,298.0,306.48,299.35,303.78,298.92,500,Rain,light rain,10d,1646991451.8675027,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647061200,1647040301,1647083861,1647066840,1647022380,0.3,1007,63,294.57,4.71,15,7.83,44,0.39,0.93,15.05,302.26,297.38,302.68,298.98,300.94,297.38,304.86,299.73,303.66,298.1,500,Rain,light rain,10d,1646991451.8675027,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647147600,1647126682,1647170247,1647156360,1647111840,0.33,1007,62,294.99,4.53,21,7.34,66,0.1,,14.26,303.03,297.9,303.25,300.09,301.43,297.9,306.15,302.85,304.82,298.73,803,Clouds,broken clouds,04d,1646991451.8675027,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647234000,1647213063,1647256632,1647245760,1647201300,0.36,1007,69,296.1,3.84,62,4.92,67,1.0,4.52,14.75,302.26,298.5,302.26,299.42,300.47,298.5,305.93,299.42,303.73,299.34,500,Rain,light rain,10d,1646991451.8675027,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647320400,1647299443,1647343016,1647335160,1647290640,0.39,1006,60,294.75,3.43,42,4.32,80,0.41,2.03,14.9,303.27,298.33,303.27,299.48,300.58,298.44,306.21,299.48,303.75,299.14,500,Rain,light rain,10d,1646991451.8675027,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1007,70,295.74,3.39,94,4.42,61,0.84,7.91,15.0,301.58,298.3,301.75,299.71,300.29,298.65,304.67,299.71,303.0,299.4,500,Rain,light rain,10d,1646991451.8675027,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1007,67,295.38,3.84,46,5.0,55,0.92,9.13,15.0,301.91,298.7,301.91,299.34,300.25,298.7,304.86,299.34,302.92,299.53,501,Rain,moderate rain,10d,1646991451.8675027,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647579600,1647558583,1647602169,1647602880,1647558240,0.5,1007,71,296.05,3.44,20,4.5,85,0.95,22.91,15.0,301.65,298.36,301.71,298.36,299.47,298.46,304.98,299.26,299.47,299.27,501,Rain,moderate rain,10d,1646991451.8675027,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647061200,1647040301,1647083861,1647066840,1647022380,0.3,1006,62,295.7,4.76,21,7.33,21,0.45,1.07,15.22,303.82,297.49,304.68,299.48,302.51,297.49,307.78,299.48,306.48,298.23,500,Rain,light rain,10d,1647072785.1452734,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647147600,1647126682,1647170247,1647156360,1647111840,0.33,1007,60,295.13,4.29,16,7.43,49,0.34,0.43,14.93,303.53,297.86,303.77,300.41,301.5,297.97,306.72,303.48,304.97,298.75,500,Rain,light rain,10d,1647072785.1452734,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647234000,1647213063,1647256632,1647245760,1647201300,0.36,1008,69,296.28,2.78,77,3.15,79,0.77,6.3,13.96,302.38,298.74,302.73,299.97,300.72,298.74,306.19,302.58,303.95,299.57,501,Rain,moderate rain,10d,1647072785.1452734,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647320400,1647299443,1647343016,1647335160,1647290640,0.39,1007,71,295.82,2.95,55,3.5,76,1.0,8.27,15.0,301.34,298.42,301.65,299.83,300.35,298.42,304.33,302.2,303.03,299.22,501,Rain,moderate rain,10d,1647072785.1452734,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1006,70,295.9,3.79,86,4.66,90,0.74,3.66,15.07,301.85,298.87,302.02,299.82,300.34,299.22,305.23,302.17,303.11,299.22,500,Rain,light rain,10d,1647072785.1452734,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1006,68,295.49,2.82,62,3.27,89,0.72,6.2,16.0,301.97,298.69,301.97,299.81,300.32,298.8,305.14,299.81,302.97,299.59,500,Rain,light rain,10d,1647072785.1452734,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647579600,1647558583,1647602169,1647602880,1647558240,0.5,1006,71,296.37,2.8,21,3.18,58,0.89,16.08,16.0,301.87,298.52,301.87,299.43,300.22,298.65,305.45,299.43,302.95,299.5,501,Rain,moderate rain,10d,1647072785.1452734,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647666000,1647644962,1647688553,1647692040,1647647400,0.53,1006,75,296.27,3.94,308,4.58,100,0.89,10.18,16.0,300.79,298.42,300.79,299.22,299.85,298.42,303.73,299.22,302.01,299.3,501,Rain,moderate rain,10d,1647072785.1452734,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647147600,1647126682,1647170247,1647156360,1647111840,0.33,1006,66,296.56,4.1,13,7.12,68,0.29,0.11,14.95,303.63,297.2,304.74,300.15,302.62,297.2,308.34,303.08,307.58,297.93,500,Rain,light rain,10d,1647159782.5425472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647234000,1647213063,1647256632,1647245760,1647201300,0.36,1008,68,296.26,3.76,60,4.88,99,1.0,8.34,14.94,302.67,298.53,302.67,299.44,301.12,298.53,306.63,299.44,304.87,299.4,500,Rain,light rain,10d,1647159782.5425472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647320400,1647299443,1647343016,1647335160,1647290640,0.39,1007,68,296.16,4.47,54,5.8,32,0.83,5.98,14.14,302.44,298.25,302.44,299.27,300.89,298.25,306.13,299.27,304.2,299.17,501,Rain,moderate rain,10d,1647159782.5425472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1007,68,295.66,3.16,49,4.12,65,0.91,4.05,14.92,301.92,298.49,301.92,299.82,300.59,298.49,305.04,302.1,303.31,299.3,500,Rain,light rain,10d,1647159782.5425472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1006,68,295.59,4.18,70,5.35,93,0.62,1.54,15.03,302.05,298.89,302.07,299.64,300.6,299.08,305.31,299.64,303.22,299.82,500,Rain,light rain,10d,1647159782.5425472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647579600,1647558583,1647602169,1647602880,1647558240,0.5,1005,64,295.26,4.22,57,5.01,68,0.32,0.61,16.0,302.84,298.48,302.84,299.67,300.81,298.64,306.17,299.67,303.77,299.46,500,Rain,light rain,10d,1647159782.5425472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647666000,1647644962,1647688553,1647692040,1647647400,0.53,1004,67,295.94,4.55,271,6.19,42,0.97,9.62,16.0,302.58,298.24,302.74,300.23,300.67,298.24,306.23,302.87,303.84,299.02,501,Rain,moderate rain,10d,1647159782.5425472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647752400,1647731342,1647774937,1647781380,1647736560,0.57,1006,67,294.8,5.02,232,6.18,99,0.87,2.3,16.0,301.32,299.77,301.32,300.47,300.31,299.77,303.74,303.17,302.75,299.77,500,Rain,light rain,10d,1647159782.5425472,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647234000,1647213063,1647256632,1647245760,1647201300,0.36,1007,72,296.45,4.19,34,5.61,61,0.89,7.19,15.37,302.01,298.53,302.1,299.57,301.17,298.53,305.94,299.57,304.99,299.47,500,Rain,light rain,10d,1647245340.7489474,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647320400,1647299443,1647343016,1647335160,1647290640,0.39,1007,65,296.01,4.75,78,6.03,53,0.6,3.65,15.12,303.19,298.36,303.19,299.49,301.06,298.4,307.12,299.49,304.45,299.28,501,Rain,moderate rain,10d,1647245340.7489474,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1007,67,295.56,3.43,71,4.55,44,0.59,0.7,14.96,302.18,298.64,302.39,299.96,301.19,298.64,305.4,302.47,304.31,299.41,500,Rain,light rain,10d,1647245340.7489474,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1005,65,295.54,3.9,88,5.06,82,0.62,2.58,15.28,302.87,298.93,302.87,299.7,300.54,298.93,306.44,299.7,303.43,299.7,500,Rain,light rain,10d,1647245340.7489474,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647579600,1647558583,1647602169,1647602880,1647558240,0.5,1005,63,295.46,3.48,54,3.91,85,0.36,0.63,15.36,303.14,298.66,303.14,300.05,300.83,298.7,306.58,302.67,303.94,299.53,500,Rain,light rain,10d,1647245340.7489474,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647666000,1647644962,1647688553,1647692040,1647647400,0.53,1005,81,296.38,5.57,215,5.78,91,0.97,6.3,16.0,299.68,298.52,300.84,299.59,299.69,298.89,299.68,299.59,299.69,299.74,500,Rain,light rain,10d,1647245340.7489474,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647752400,1647731342,1647774937,1647781380,1647736560,0.57,1005,64,294.87,3.94,103,5.47,92,0.0,,16.0,302.27,299.47,302.27,300.56,300.89,299.54,305.05,303.25,303.44,299.54,804,Clouds,overcast clouds,04d,1647245340.7489474,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647838800,1647817721,1647861320,1647870840,1647825900,0.6,1006,69,296.35,4.2,89,6.17,95,0.85,2.08,16.0,302.58,299.7,302.58,300.58,300.87,300.28,306.63,303.75,304.03,302.98,500,Rain,light rain,10d,1647245340.7489474,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647320400,1647299443,1647343016,1647335160,1647290640,0.39,1007,85,296.54,3.87,29,5.33,56,1.0,16.13,15.25,299.26,297.78,300.79,299.32,298.81,298.61,299.26,299.32,299.68,299.54,501,Rain,moderate rain,10d,1647328530.930988,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1007,69,296.11,3.28,41,4.21,61,0.98,10.87,13.8,302.18,298.78,302.18,299.5,300.62,298.78,305.76,299.5,303.72,299.62,501,Rain,moderate rain,10d,1647328530.930988,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1007,65,295.68,4.2,45,5.49,91,0.86,10.07,15.46,302.71,297.9,302.71,299.52,300.98,297.9,306.11,299.52,304.54,298.7,501,Rain,moderate rain,10d,1647328530.930988,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647579600,1647558583,1647602169,1647602880,1647558240,0.5,1005,67,296.08,2.97,40,3.91,99,0.71,6.53,15.1,302.95,298.36,302.95,299.72,300.53,298.36,307.03,299.72,303.41,299.26,501,Rain,moderate rain,10d,1647328530.930988,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647666000,1647644962,1647688553,1647692040,1647647400,0.53,1005,66,295.51,4.2,245,5.69,96,0.75,1.24,12.0,302.39,298.57,302.39,300.58,300.73,298.57,305.64,303.18,303.37,299.39,500,Rain,light rain,10d,1647328530.930988,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647752400,1647731342,1647774937,1647781380,1647736560,0.57,1004,66,295.51,3.63,240,4.16,87,0.39,,12.0,302.46,299.62,302.46,300.89,301.04,299.62,305.79,303.32,303.23,299.62,804,Clouds,overcast clouds,04d,1647328530.930988,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647838800,1647817721,1647861320,1647870840,1647825900,0.6,1006,63,295.46,3.21,193,3.4,100,0.48,0.77,12.0,303.11,300.03,303.11,301.11,301.31,300.08,306.52,304.56,304.56,302.38,500,Rain,light rain,10d,1647328530.930988,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647925200,1647904100,1647947704,1647960480,1647915300,0.64,1008,65,295.65,3.97,101,5.3,77,1.0,5.86,12.0,302.75,299.9,302.75,300.05,300.49,299.9,306.19,302.85,303.44,302.34,500,Rain,light rain,10d,1647328530.930988,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647406800,1647385823,1647429401,1647424440,1647379920,0.43,1006,64,295.69,3.53,103,4.53,56,0.57,3.98,13.8,303.25,298.68,304.5,299.87,302.17,298.68,307.03,302.36,306.11,299.38,501,Rain,moderate rain,10d,1647417193.3088462,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1008,67,295.92,3.33,35,4.11,71,1.0,6.63,15.46,302.41,298.85,302.41,299.62,301.05,298.85,305.87,299.62,304.71,299.67,500,Rain,light rain,10d,1647417193.3088462,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647579600,1647558583,1647602169,1647602880,1647558240,0.5,1007,68,296.26,3.06,38,3.71,87,0.63,4.88,15.1,302.72,298.46,302.82,300.49,301.16,298.46,306.74,303.55,304.67,299.34,500,Rain,light rain,10d,1647417193.3088462,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647666000,1647644962,1647688553,1647692040,1647647400,0.53,1006,71,295.86,4.95,219,5.83,91,0.47,0.99,12.0,301.49,298.93,301.54,300.21,300.63,298.93,304.64,302.93,303.28,299.86,500,Rain,light rain,10d,1647417193.3088462,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647752400,1647731342,1647774937,1647781380,1647736560,0.57,1005,66,295.77,3.62,209,4.87,78,0.79,2.16,12.0,302.78,299.65,302.78,301.15,301.28,299.97,306.45,304.51,304.35,302.66,500,Rain,light rain,10d,1647417193.3088462,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647838800,1647817721,1647861320,1647870840,1647825900,0.6,1007,67,296.49,4.59,148,6.03,98,0.92,3.54,12.0,303.01,300.48,303.01,300.53,301.17,300.63,307.17,303.52,304.7,303.63,500,Rain,light rain,10d,1647417193.3088462,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647925200,1647904100,1647947704,1647960480,1647915300,0.64,1009,80,295.96,4.65,91,6.94,100,1.0,7.29,12.0,299.44,299.09,300.52,299.24,299.09,299.67,299.44,299.24,299.91,299.67,501,Rain,moderate rain,10d,1647417193.3088462,Singapore
1.3521,103.8198,Asia/Singapore,28800,1648011600,1647990479,1648034087,1648050360,1648005000,0.67,1008,74,296.18,4.07,91,5.63,98,0.18,,12.0,301.04,298.65,301.54,299.64,300.17,298.72,304.13,299.64,302.65,299.5,804,Clouds,overcast clouds,04d,1647417193.3088462,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647493200,1647472203,1647515785,1647513660,1647469140,0.46,1006,70,296.26,3.53,35,4.6,58,1.0,5.61,14.81,302.29,299.21,302.33,299.78,301.45,299.21,306.19,299.78,305.34,299.21,501,Rain,moderate rain,10d,1647501041.18802,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647579600,1647558583,1647602169,1647602880,1647558240,0.5,1007,67,296.16,4.28,263,4.59,99,1.0,8.27,15.21,302.69,298.5,302.69,300.46,301.33,298.5,306.46,303.37,304.75,299.36,501,Rain,moderate rain,10d,1647501041.18802,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647666000,1647644962,1647688553,1647692040,1647647400,0.53,1007,66,295.6,5.34,255,7.29,98,0.72,4.46,13.32,302.33,298.6,302.38,300.1,301.39,298.68,305.52,302.78,304.73,299.56,501,Rain,moderate rain,10d,1647501041.18802,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647752400,1647731342,1647774937,1647781380,1647736560,0.57,1006,73,296.42,2.96,133,3.47,98,0.94,6.43,13.48,301.66,299.27,301.66,300.25,300.65,299.63,305.33,303.21,303.79,299.63,501,Rain,moderate rain,10d,1647501041.18802,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647838800,1647817721,1647861320,1647870840,1647825900,0.6,1007,66,295.66,3.71,93,4.69,99,0.89,6.31,9.87,302.61,299.58,302.61,300.57,300.87,299.58,306.1,303.61,304.03,299.58,501,Rain,moderate rain,10d,1647501041.18802,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647925200,1647904100,1647947704,1647960480,1647915300,0.64,1007,64,295.66,4.1,103,5.59,92,1.0,6.04,10.0,303.1,299.84,303.1,300.45,300.6,299.84,306.71,303.46,303.68,302.14,501,Rain,moderate rain,10d,1647501041.18802,Singapore
1.3521,103.8198,Asia/Singapore,28800,1648011600,1647990479,1648034087,1648050360,1648005000,0.67,1007,67,295.25,5.04,81,6.99,96,1.0,4.9,10.0,301.65,299.54,302.2,300.09,300.49,299.6,304.35,302.76,303.22,299.6,500,Rain,light rain,10d,1647501041.18802,Singapore
1.3521,103.8198,Asia/Singapore,28800,1648098000,1648076857,1648120471,0,1648094940,0.71,1007,64,295.65,4.24,90,5.8,58,0.47,0.89,10.0,303.22,299.36,303.22,300.43,301.13,299.36,306.96,303.52,304.75,299.36,500,Rain,light rain,10d,1647501041.18802,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647579600,1647558583,1647602169,1647602880,1647558240,0.5,1007,66,296.37,6.0,271,7.66,89,0.92,7.45,15.41,303.43,298.58,303.95,300.53,302.09,298.58,307.88,303.99,306.5,299.37,501,Rain,moderate rain,10d,1647590071.8246334,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647666000,1647644962,1647688553,1647692040,1647647400,0.53,1007,71,296.52,4.63,231,4.65,100,0.69,1.75,14.68,302.37,299.07,302.45,300.39,301.28,299.07,306.56,303.11,304.07,299.91,500,Rain,light rain,10d,1647590071.8246334,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647752400,1647731342,1647774937,1647781380,1647736560,0.57,1008,69,296.34,3.6,189,4.25,99,0.72,2.22,9.67,302.4,300.04,302.43,300.42,301.15,300.07,306.23,303.28,304.8,302.62,500,Rain,light rain,10d,1647590071.8246334,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647838800,1647817721,1647861320,1647870840,1647825900,0.6,1007,66,295.96,4.42,89,5.8,97,1.0,7.2,14.79,303.0,299.32,303.0,299.98,301.03,299.79,306.93,302.69,304.24,299.79,501,Rain,moderate rain,10d,1647590071.8246334,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647925200,1647904100,1647947704,1647960480,1647915300,0.64,1008,76,295.53,4.93,84,6.55,100,0.98,7.58,8.0,299.87,298.52,300.27,299.94,299.66,298.52,301.98,302.11,299.66,299.36,501,Rain,moderate rain,10d,1647590071.8246334,Singapore
1.3521,103.8198,Asia/Singapore,28800,1648011600,1647990479,1648034087,1648050360,1648005000,0.67,1007,68,296.03,4.89,56,6.4,87,0.44,0.91,8.0,302.42,298.62,302.46,300.04,300.78,298.79,306.08,302.92,304.08,299.6,500,Rain,light rain,10d,1647590071.8246334,Singapore
1.3521,103.8198,Asia/Singapore,28800,1648098000,1648076857,1648120471,0,1648094940,0.71,1006,65,295.85,4.71,69,6.26,53,0.35,0.59,8.0,303.2,299.36,303.2,300.51,301.36,299.58,307.14,303.94,304.97,299.58,500,Rain,light rain,10d,1647590071.8246334,Singapore
1.3521,103.8198,Asia/Singapore,28800,1648184400,1648163236,1648206854,1648140360,1648185000,0.75,1007,65,295.98,4.21,56,5.54,47,0.75,1.2,8.0,303.22,299.56,303.22,300.45,301.41,299.58,307.18,303.79,305.09,299.58,500,Rain,light rain,10d,1647590071.8246334,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647666000,1647644962,1647688553,1647692040,1647647400,0.53,1006,65,296.74,3.72,216,4.49,83,0.67,1.26,15.41,304.09,299.78,306.31,301.0,303.71,299.78,309.16,304.73,308.53,299.78,500,Rain,light rain,10d,1647676513.6047697,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647752400,1647731342,1647774937,1647781380,1647736560,0.57,1008,67,296.12,3.77,61,5.15,96,1.0,8.69,14.93,302.83,300.08,302.86,300.79,301.76,300.38,306.77,303.85,305.72,303.2,501,Rain,moderate rain,10d,1647676513.6047697,Singapore
1.3521,103.8198,Asia/Singapore,28800,1647838800,1647817721,1647861320,1647870840,1647825900,0.6,1009,68,296.37,3.91,172,4.56,92,0.81,2.93,9.41,302.84,299.84,302.93,300.88,301.65,299.97,307.0,303.92,304.98,302.41,500,Rain,light rain,10d,1647676513.6047697,Singapore
