lat,lon,timezone,timezone_offset,dt,sunrise,sunset,moonrise,moonset,moon_phase,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,clouds,pop,rain,uvi,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,weather_id,weather_main,weather_description,weather_icon,current,location
1.3521,103.8198,Asia/Singapore,28800,1658120400,1658099104,1658142981,1658158500,1658113800,0.67,1008,67,295.99,3.91,60,5.4,98,0.78,3.09,9.0,302.51,299.11,302.51,300.14,300.8,299.33,306.08,303.06,304.0,299.33,500,Rain,light rain,10d,1657511036.076304,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657602000,1657580658,1657624551,1657619400,1657573800,0.44,1009,69,296.5,3.99,208,3.9,78,1.0,5.42,3.87,302.79,299.56,302.89,300.24,301.28,300.09,307.11,302.52,304.21,302.85,501,Rain,moderate rain,10d,1657594802.0308332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657688400,1657667067,1657710957,1657709820,1657664160,0.48,1008,84,296.38,4.74,256,6.02,99,0.91,6.02,4.61,299.11,298.65,300.14,299.45,299.34,299.01,299.11,299.45,299.34,299.77,501,Rain,moderate rain,10d,1657594802.0308332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657774800,1657753475,1657797363,1657800120,1657754580,0.5,1008,70,295.85,4.22,152,5.83,96,0.59,1.4,9.53,301.59,299.28,301.98,300.13,300.84,299.28,304.69,303.03,304.09,299.28,500,Rain,light rain,10d,1657594802.0308332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657861200,1657839883,1657883768,1657890180,1657844820,0.56,1007,69,296.41,5.39,148,7.54,97,0.69,5.77,4.74,302.64,299.75,302.64,300.35,300.97,300.37,306.77,303.55,304.38,303.38,500,Rain,light rain,10d,1657594802.0308332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657947600,1657926290,1657970173,1657979880,1657934760,0.59,1008,79,297.62,4.69,163,6.48,100,0.89,9.24,6.29,301.38,300.0,301.38,300.41,300.65,300.12,305.66,303.48,303.79,303.2,501,Rain,moderate rain,10d,1657594802.0308332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658034000,1658012697,1658056577,1658069280,1658024400,0.63,1008,69,297.04,4.26,189,4.65,100,0.94,4.17,7.0,303.12,299.73,303.12,300.68,300.84,300.24,307.88,303.98,304.35,303.5,500,Rain,light rain,10d,1657594802.0308332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658120400,1658099104,1658142981,1658158500,1658113800,0.67,1008,65,296.09,3.31,231,3.41,83,0.74,1.51,7.0,303.43,300.12,303.43,300.93,301.73,300.43,307.65,304.29,305.15,303.3,500,Rain,light rain,10d,1657594802.0308332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658206800,1658185510,1658229385,0,1658202960,0.7,1008,65,295.66,3.69,215,3.53,75,1.0,10.26,7.0,302.56,299.81,302.56,300.34,300.84,299.81,305.8,302.81,303.59,299.81,500,Rain,light rain,10d,1657594802.0308332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657688400,1657667067,1657710957,1657709820,1657664160,0.48,1008,69,296.42,4.15,241,4.52,85,0.85,4.94,6.99,302.71,299.81,303.18,300.27,300.35,300.7,306.93,302.96,303.13,303.66,501,Rain,moderate rain,10d,1657681861.3329308,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657774800,1657753475,1657797363,1657800120,1657754580,0.5,1008,71,295.89,3.09,145,3.54,100,1.0,8.47,4.95,301.45,299.26,301.45,300.5,300.79,299.5,304.56,303.24,303.49,299.5,501,Rain,moderate rain,10d,1657681861.3329308,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657861200,1657839883,1657883768,1657890180,1657844820,0.56,1008,70,296.35,4.12,207,4.32,100,0.87,3.88,10.03,302.18,299.36,302.37,300.51,301.38,299.59,305.94,303.59,305.02,299.59,500,Rain,light rain,10d,1657681861.3329308,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657947600,1657926290,1657970173,1657979880,1657934760,0.59,1008,72,297.06,5.02,188,6.21,100,0.69,1.92,10.24,302.53,300.1,302.72,300.95,300.95,300.38,307.15,304.61,304.34,303.41,500,Rain,light rain,10d,1657681861.3329308,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658034000,1658012697,1658056577,1658069280,1658024400,0.63,1008,70,296.86,4.67,194,4.96,97,1.0,3.08,8.32,302.68,300.22,302.68,300.96,301.28,300.52,307.07,304.36,304.95,304.21,500,Rain,light rain,10d,1657681861.3329308,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658120400,1658099104,1658142981,1658158500,1658113800,0.67,1008,65,295.94,4.02,200,3.78,99,1.0,3.99,9.0,302.92,300.23,302.92,300.47,300.86,300.77,306.54,303.28,303.88,303.69,500,Rain,light rain,10d,1657681861.3329308,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658206800,1658185510,1658229385,0,1658202960,0.7,1008,65,295.66,3.8,220,3.87,90,0.89,3.87,9.0,302.75,299.51,302.75,300.67,301.3,299.88,306.19,303.48,303.97,302.3,500,Rain,light rain,10d,1657681861.3329308,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658293200,1658271915,1658315787,1658247540,1658292000,0.75,1007,67,295.83,4.35,212,3.83,56,0.81,2.42,9.0,302.42,299.72,302.42,300.57,300.99,300.07,305.89,303.27,303.76,302.54,500,Rain,light rain,10d,1657681861.3329308,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657774800,1657753475,1657797363,1657800120,1657754580,0.5,1008,67,296.58,4.62,234,5.05,62,0.9,2.65,10.58,303.39,299.85,303.67,300.72,301.37,300.54,308.03,303.35,304.69,303.78,500,Rain,light rain,10d,1657767923.6855214,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657861200,1657839883,1657883768,1657890180,1657844820,0.56,1008,68,296.21,4.29,206,5.67,76,0.92,2.68,11.14,302.66,299.53,302.68,300.73,301.23,299.64,306.6,303.48,304.54,299.64,500,Rain,light rain,10d,1657767923.6855214,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657947600,1657926290,1657970173,1657979880,1657934760,0.59,1009,74,297.0,5.14,179,6.99,100,0.84,3.99,9.24,301.91,299.69,302.05,300.72,301.24,299.74,306.07,304.2,304.71,299.74,500,Rain,light rain,10d,1657767923.6855214,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658034000,1658012697,1658056577,1658069280,1658024400,0.63,1008,69,296.97,4.94,182,6.31,79,0.74,2.66,10.07,303.03,300.08,303.03,300.93,301.12,300.7,307.66,304.57,304.87,304.41,500,Rain,light rain,10d,1657767923.6855214,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658120400,1658099104,1658142981,1658158500,1658113800,0.67,1008,64,295.7,4.37,216,4.36,97,1.0,4.02,10.38,302.99,300.09,302.99,300.68,300.97,300.49,306.48,303.62,303.98,303.22,500,Rain,light rain,10d,1657767923.6855214,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658206800,1658185510,1658229385,0,1658202960,0.7,1008,68,296.23,4.12,221,4.05,72,0.67,1.95,11.0,302.61,299.87,302.61,300.68,301.27,300.13,306.49,303.74,304.19,302.85,500,Rain,light rain,10d,1657767923.6855214,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658293200,1658271915,1658315787,1658247540,1658292000,0.75,1008,67,295.82,4.37,209,4.33,80,0.98,4.21,11.0,302.49,299.56,302.49,300.47,300.73,300.37,306.04,303.28,303.72,303.07,500,Rain,light rain,10d,1657767923.6855214,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658379600,1658358321,1658402190,1658336520,1658381100,0.77,1008,74,296.65,4.94,174,5.34,100,1.0,9.29,11.0,301.52,299.45,302.13,300.43,300.89,300.21,305.18,302.99,303.81,303.02,501,Rain,moderate rain,10d,1657767923.6855214,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657861200,1657839883,1657883768,1657890180,1657844820,0.56,1009,73,296.94,6.73,207,6.6,85,0.94,2.42,9.94,302.28,299.08,303.66,299.11,300.1,300.37,306.76,299.11,302.0,303.49,500,Rain,light rain,10d,1657853162.4237576,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657947600,1657926290,1657970173,1657979880,1657934760,0.59,1009,62,293.77,4.93,151,6.75,80,0.0,,11.39,301.65,298.66,302.08,300.25,301.1,298.9,303.63,302.72,303.46,299.41,803,Clouds,broken clouds,04d,1657853162.4237576,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658034000,1658012697,1658056577,1658069280,1658024400,0.63,1009,61,295.0,5.0,136,6.11,79,0.56,1.44,10.47,303.19,299.71,303.21,300.83,301.69,299.76,306.26,303.69,304.58,299.76,500,Rain,light rain,10d,1657853162.4237576,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658120400,1658099104,1658142981,1658158500,1658113800,0.67,1008,68,296.4,4.02,212,4.66,40,0.71,2.36,11.01,302.87,300.17,303.06,300.78,301.5,300.65,307.07,303.96,305.29,303.79,500,Rain,light rain,10d,1657853162.4237576,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658206800,1658185510,1658229385,0,1658202960,0.7,1008,68,296.35,5.34,221,5.53,61,0.96,3.13,10.35,302.74,300.23,302.74,300.81,301.04,300.47,306.78,303.9,304.4,303.17,500,Rain,light rain,10d,1657853162.4237576,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658293200,1658271915,1658315787,1658247540,1658292000,0.75,1008,69,296.04,4.5,219,4.96,97,0.94,6.4,11.0,302.3,300.07,302.3,300.65,300.81,300.27,306.02,303.32,303.53,303.26,501,Rain,moderate rain,10d,1657853162.4237576,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658379600,1658358321,1658402190,1658336520,1658381100,0.77,1008,66,296.09,5.77,187,6.26,77,0.63,1.81,11.0,303.07,299.92,303.07,300.97,301.35,300.78,307.08,304.25,304.8,303.83,500,Rain,light rain,10d,1657853162.4237576,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658466000,1658444725,1658488591,1658425560,1658470200,0.8,1008,67,296.31,5.65,175,6.55,82,0.68,4.44,11.0,302.94,300.21,302.94,300.86,301.3,300.32,307.01,304.14,304.84,303.38,500,Rain,light rain,10d,1657853162.4237576,Singapore
1.3521,103.8198,Asia/Singapore,28800,1657947600,1657926290,1657970173,1657979880,1657934760,0.59,1010,69,296.53,5.67,152,7.72,63,0.45,0.64,11.46,302.83,300.04,303.07,300.56,301.7,300.57,307.2,303.82,305.08,303.73,500,Rain,light rain,10d,1657939648.8900096,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658034000,1658012697,1658056577,1658069280,1658024400,0.63,1009,64,296.13,4.72,120,7.18,73,0.48,0.15,10.71,303.44,300.26,303.44,300.62,301.85,300.32,307.43,303.72,305.58,303.59,500,Rain,light rain,10d,1657939648.8900096,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658120400,1658099104,1658142981,1658158500,1658113800,0.67,1008,66,296.28,4.25,212,4.78,52,0.29,0.3,10.79,303.28,299.82,303.34,301.22,302.14,299.86,307.54,304.51,305.49,302.18,500,Rain,light rain,10d,1657939648.8900096,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658206800,1658185510,1658229385,0,1658202960,0.7,1007,67,296.31,5.12,207,4.99,71,0.71,1.56,10.81,302.93,299.86,302.93,301.04,301.07,301.01,306.99,304.13,304.33,304.34,500,Rain,light rain,10d,1657939648.8900096,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658293200,1658271915,1658315787,1658247540,1658292000,0.75,1008,67,295.72,5.49,212,5.94,41,0.79,2.55,11.12,302.36,300.13,302.45,300.91,301.5,300.54,305.77,303.48,304.36,303.66,500,Rain,light rain,10d,1657939648.8900096,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658379600,1658358321,1658402190,1658336520,1658381100,0.77,1007,64,295.95,4.72,184,5.68,86,0.87,1.9,12.0,303.35,300.19,303.35,300.96,301.46,300.77,307.24,304.23,304.89,303.93,500,Rain,light rain,10d,1657939648.8900096,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658466000,1658444725,1658488591,1658425560,1658470200,0.8,1008,62,295.43,4.45,163,5.47,92,0.88,3.15,12.0,303.28,300.09,303.28,300.3,301.31,300.4,306.65,303.12,304.56,303.45,500,Rain,light rain,10d,1657939648.8900096,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658552400,1658531130,1658574992,1658514600,1658559360,0.83,1009,71,296.46,5.71,172,6.27,69,0.87,4.67,12.0,302.14,299.86,302.14,300.09,300.33,300.03,306.04,302.76,303.19,302.71,500,Rain,light rain,10d,1657939648.8900096,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658034000,1658012697,1658056577,1658069280,1658024400,0.63,1009,68,296.75,4.39,146,5.8,73,0.0,,10.92,303.31,300.24,303.31,300.79,301.76,301.41,308.09,304.11,305.55,305.25,803,Clouds,broken clouds,04d,1658024979.1166997,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658120400,1658099104,1658142981,1658158500,1658113800,0.67,1008,65,296.25,3.82,117,4.54,83,0.21,,10.85,303.37,300.01,303.37,300.98,302.02,300.01,307.51,304.69,305.96,302.76,803,Clouds,broken clouds,04d,1658024979.1166997,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658206800,1658185510,1658229385,0,1658202960,0.7,1008,63,295.78,4.3,205,4.64,6,0.77,1.92,11.25,303.57,300.25,303.64,301.36,302.27,300.25,307.48,304.67,306.14,303.11,500,Rain,light rain,10d,1658024979.1166997,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658293200,1658271915,1658315787,1658247540,1658292000,0.75,1008,67,296.14,5.33,223,6.26,36,0.93,3.45,11.04,302.87,300.29,302.87,300.95,301.19,300.51,306.86,303.81,304.17,303.37,500,Rain,light rain,10d,1658024979.1166997,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658379600,1658358321,1658402190,1658336520,1658381100,0.77,1008,69,296.33,4.75,193,6.42,93,0.66,3.06,9.47,302.63,300.42,302.98,300.44,301.07,300.85,306.75,303.43,304.19,304.38,500,Rain,light rain,10d,1658024979.1166997,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658466000,1658444725,1658488591,1658425560,1658470200,0.8,1009,64,295.63,4.91,174,5.4,59,0.99,5.11,10.0,302.98,299.91,302.98,300.45,300.89,300.51,306.46,303.13,303.81,303.48,500,Rain,light rain,10d,1658024979.1166997,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658552400,1658531130,1658574992,1658514600,1658559360,0.83,1009,72,296.29,3.13,194,3.35,87,0.77,6.14,10.0,301.72,299.41,301.85,300.04,300.58,299.68,305.29,302.74,303.52,299.68,500,Rain,light rain,10d,1658024979.1166997,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658638800,1658617533,1658661393,1658603820,1658648700,0.86,1008,70,296.0,2.96,143,3.31,54,0.98,8.92,10.0,301.76,299.12,301.76,299.82,300.74,299.56,305.04,302.25,303.75,299.56,500,Rain,light rain,10d,1658024979.1166997,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658120400,1658099104,1658142981,1658158500,1658113800,0.67,1009,69,296.99,4.29,130,5.24,56,0.11,,11.06,303.31,300.54,303.36,301.01,302.08,301.09,308.33,304.76,306.48,304.66,803,Clouds,broken clouds,04d,1658113141.9246185,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658206800,1658185510,1658229385,0,1658202960,0.7,1008,65,296.35,4.49,189,5.64,51,0.77,2.49,10.98,303.5,300.21,303.5,301.16,301.86,300.21,307.8,304.24,305.78,303.22,500,Rain,light rain,10d,1658113141.9246185,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658293200,1658271915,1658315787,1658247540,1658292000,0.75,1009,68,296.09,5.18,219,6.27,75,0.87,4.87,11.23,302.36,300.06,302.65,301.01,301.69,300.06,305.95,304.07,305.22,302.6,500,Rain,light rain,10d,1658113141.9246185,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658379600,1658358321,1658402190,1658336520,1658381100,0.77,1007,64,295.92,5.33,175,5.77,100,0.64,2.52,10.2,303.18,300.3,303.18,300.42,301.11,300.81,306.88,303.28,304.28,304.02,500,Rain,light rain,10d,1658113141.9246185,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658466000,1658444725,1658488591,1658425560,1658470200,0.8,1008,62,295.76,4.86,152,6.1,57,0.6,0.81,11.22,303.71,300.09,303.71,300.78,301.36,300.29,307.55,303.71,304.37,303.2,500,Rain,light rain,10d,1658113141.9246185,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658552400,1658531130,1658574992,1658514600,1658559360,0.83,1008,66,295.62,3.13,188,3.49,84,0.71,3.05,12.0,302.64,299.73,302.64,300.25,300.95,300.16,306.16,303.11,304.07,302.73,500,Rain,light rain,10d,1658113141.9246185,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658638800,1658617533,1658661393,1658603820,1658648700,0.86,1007,64,295.34,2.86,145,3.13,88,0.94,9.09,12.0,302.49,299.2,302.49,300.34,300.91,299.34,305.47,302.91,303.73,299.34,500,Rain,light rain,10d,1658113141.9246185,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658725200,1658703937,1658747793,1658693100,1658738040,0.89,1007,67,295.84,3.56,171,3.8,92,0.72,1.52,12.0,302.49,299.75,302.49,300.45,301.07,300.1,306.04,303.03,303.79,302.42,500,Rain,light rain,10d,1658113141.9246185,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658206800,1658185510,1658229385,0,1658202960,0.7,1008,69,297.02,4.92,193,5.59,69,0.78,2.35,11.37,303.34,300.25,303.55,301.37,302.19,300.88,308.4,304.54,306.35,304.31,500,Rain,light rain,10d,1658198989.1055405,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658293200,1658271915,1658315787,1658247540,1658292000,0.75,1009,68,296.26,5.13,204,6.32,85,0.95,10.88,10.5,302.59,300.12,302.8,300.79,301.54,300.12,306.45,303.98,305.06,302.82,501,Rain,moderate rain,10d,1658198989.1055405,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658379600,1658358321,1658402190,1658336520,1658381100,0.77,1008,66,296.3,5.16,170,5.9,100,0.86,4.48,8.77,303.06,299.85,303.21,300.9,301.31,299.85,307.06,303.96,304.56,302.39,500,Rain,light rain,10d,1658198989.1055405,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658466000,1658444725,1658488591,1658425560,1658470200,0.8,1008,65,295.94,4.91,117,5.91,100,0.97,5.29,11.01,303.09,299.86,303.09,300.07,299.86,300.45,306.9,302.62,302.26,303.35,500,Rain,light rain,10d,1658198989.1055405,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658552400,1658531130,1658574992,1658514600,1658559360,0.83,1008,65,295.2,3.82,83,4.93,43,0.83,8.27,10.71,302.41,298.91,302.41,300.43,300.92,299.03,305.5,302.88,303.75,299.87,500,Rain,light rain,10d,1658198989.1055405,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658638800,1658617533,1658661393,1658603820,1658648700,0.86,1007,60,294.45,2.84,66,3.18,56,0.68,4.03,11.0,303.22,299.03,303.22,300.46,300.86,299.28,306.12,302.84,303.27,299.28,500,Rain,light rain,10d,1658198989.1055405,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658725200,1658703937,1658747793,1658693100,1658738040,0.89,1007,63,295.3,2.75,95,3.09,55,0.62,4.94,11.0,303.0,299.29,303.0,300.47,300.9,299.38,306.29,303.17,303.71,299.38,500,Rain,light rain,10d,1658198989.1055405,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658811600,1658790339,1658834192,1658782500,1658827500,0.92,1006,66,295.51,3.17,149,3.3,62,1.0,15.31,11.0,302.24,298.91,302.24,300.49,301.03,299.44,305.34,303.11,303.97,299.44,501,Rain,moderate rain,10d,1658198989.1055405,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658293200,1658271915,1658315787,1658247540,1658292000,0.75,1010,66,294.04,5.56,214,6.17,92,1.0,8.49,10.79,300.97,299.61,302.85,300.9,301.19,299.83,302.99,304.09,304.59,302.12,501,Rain,moderate rain,10d,1658285750.0385332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658379600,1658358321,1658402190,1658336520,1658381100,0.77,1009,67,296.11,5.3,184,5.91,100,0.87,5.23,9.74,302.72,300.18,302.9,300.77,301.73,300.26,306.53,303.57,305.15,303.04,500,Rain,light rain,10d,1658285750.0385332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658466000,1658444725,1658488591,1658425560,1658470200,0.8,1009,63,295.25,3.97,125,4.78,83,0.73,1.77,10.84,302.85,299.71,303.09,300.51,301.44,299.71,305.99,303.15,304.54,299.71,500,Rain,light rain,10d,1658285750.0385332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658552400,1658531130,1658574992,1658514600,1658559360,0.83,1007,68,295.88,1.82,356,2.13,97,0.92,7.31,10.71,302.29,299.65,302.29,300.49,300.26,299.65,305.81,303.22,302.84,299.65,500,Rain,light rain,10d,1658285750.0385332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658638800,1658617533,1658661393,1658603820,1658648700,0.86,1007,61,294.94,2.39,206,2.59,99,0.89,6.1,11.02,303.0,298.66,303.0,300.3,300.84,299.5,305.89,302.73,303.47,299.5,501,Rain,moderate rain,10d,1658285750.0385332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658725200,1658703937,1658747793,1658693100,1658738040,0.89,1007,66,295.16,2.2,211,2.58,100,0.81,7.19,12.0,302.01,298.78,302.01,300.26,300.69,299.29,304.89,302.65,303.17,299.29,500,Rain,light rain,10d,1658285750.0385332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658811600,1658790339,1658834192,1658782500,1658827500,0.92,1007,72,295.59,3.79,157,4.68,83,1.0,15.49,12.0,300.86,298.66,300.86,299.49,299.52,299.1,303.5,299.49,299.52,299.1,501,Rain,moderate rain,10d,1658285750.0385332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658898000,1658876741,1658920591,1658871960,1658916900,0.95,1008,88,296.67,5.26,171,6.76,100,0.96,11.7,12.0,298.64,297.93,299.12,298.62,298.0,298.41,299.54,299.52,298.89,299.29,500,Rain,light rain,10d,1658285750.0385332,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658379600,1658358321,1658402190,1658336520,1658381100,0.77,1010,69,296.58,4.36,202,4.35,64,0.98,1.59,10.34,302.88,300.12,303.14,300.43,301.45,300.68,307.32,303.2,304.86,303.98,500,Rain,light rain,10d,1658371394.055694,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658466000,1658444725,1658488591,1658425560,1658470200,0.8,1010,62,294.96,2.97,142,3.24,66,1.0,6.73,11.37,302.64,299.48,302.89,300.23,301.34,299.48,305.4,302.68,304.48,299.48,501,Rain,moderate rain,10d,1658371394.055694,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658552400,1658531130,1658574992,1658514600,1658559360,0.83,1009,68,295.89,2.72,86,3.34,66,0.73,2.49,10.99,302.3,298.72,302.3,300.4,301.17,298.72,305.83,303.13,304.13,299.5,500,Rain,light rain,10d,1658371394.055694,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658638800,1658617533,1658661393,1658603820,1658648700,0.86,1006,65,295.17,2.88,100,3.35,99,0.96,5.32,10.56,302.29,299.4,302.29,300.02,300.74,299.48,305.26,302.43,303.39,299.48,500,Rain,light rain,10d,1658371394.055694,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658725200,1658703937,1658747793,1658693100,1658738040,0.89,1006,63,294.88,4.12,108,5.51,59,0.81,3.94,11.03,302.61,299.03,302.61,300.18,300.65,299.39,305.52,302.67,303.32,299.39,500,Rain,light rain,10d,1658371394.055694,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658811600,1658790339,1658834192,1658782500,1658827500,0.92,1006,69,295.66,4.77,158,4.95,93,0.97,7.25,12.0,301.56,297.34,301.56,300.46,300.58,297.34,304.48,303.05,303.18,298.11,500,Rain,light rain,10d,1658371394.055694,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658898000,1658876741,1658920591,1658871960,1658916900,0.95,1007,90,296.3,6.59,203,8.02,100,1.0,34.09,12.0,297.92,297.56,299.9,297.81,297.85,298.61,298.8,298.71,298.75,299.51,501,Rain,moderate rain,10d,1658371394.055694,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658984400,1658963143,1659006989,1658961360,1659006300,0.98,1007,76,296.0,6.31,216,8.32,98,0.85,1.82,12.0,300.47,298.48,300.47,298.91,298.92,298.59,303.17,299.76,299.77,299.41,500,Rain,light rain,10d,1658371394.055694,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658466000,1658444725,1658488591,1658425560,1658470200,0.8,1010,70,296.5,3.04,89,3.47,81,0.98,9.21,9.51,302.54,299.72,302.72,300.27,301.03,300.76,306.75,302.86,304.11,304.04,501,Rain,moderate rain,10d,1658455696.535432,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658552400,1658531130,1658574992,1658514600,1658559360,0.83,1009,68,295.88,2.82,75,3.37,66,0.59,1.36,11.2,302.48,298.78,302.54,300.29,301.19,298.78,306.21,303.0,304.45,299.57,500,Rain,light rain,10d,1658455696.535432,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658638800,1658617533,1658661393,1658603820,1658648700,0.86,1008,66,295.5,3.44,99,4.2,72,0.79,6.97,11.16,302.29,298.82,302.78,300.18,301.12,298.82,305.44,302.67,304.02,299.64,500,Rain,light rain,10d,1658455696.535432,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658725200,1658703937,1658747793,1658693100,1658738040,0.89,1006,63,294.91,4.1,120,5.23,98,0.71,3.48,11.29,302.47,299.21,302.47,299.89,301.03,299.26,305.25,302.32,303.84,299.26,500,Rain,light rain,10d,1658455696.535432,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658811600,1658790339,1658834192,1658782500,1658827500,0.92,1007,87,296.61,5.73,188,7.13,100,1.0,15.62,8.41,298.79,298.21,299.56,298.42,298.3,298.51,299.68,299.2,299.12,299.35,501,Rain,moderate rain,10d,1658455696.535432,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658898000,1658876741,1658920591,1658871960,1658916900,0.95,1006,76,296.83,5.54,177,6.14,96,0.9,11.7,9.0,301.28,297.63,301.28,300.38,300.3,298.56,304.95,302.89,302.82,299.4,501,Rain,moderate rain,10d,1658455696.535432,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658984400,1658963143,1659006989,1658961360,1659006300,0.98,1006,70,296.3,4.15,216,4.29,100,0.71,2.28,9.0,302.23,299.81,302.23,300.65,300.84,299.93,306.05,303.67,303.71,302.17,500,Rain,light rain,10d,1658455696.535432,Singapore
1.3521,103.8198,Asia/Singapore,28800,1659070800,1659049544,1659093387,1659050760,1659095580,0.0,1006,71,296.75,3.78,215,4.34,69,0.85,3.42,9.0,302.38,299.65,302.38,300.62,300.96,299.99,306.59,303.84,304.23,302.54,500,Rain,light rain,10d,1658455696.535432,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658552400,1658531130,1658574992,1658514600,1658559360,0.83,1009,69,296.46,3.42,66,3.94,74,0.44,0.62,11.46,302.75,298.78,302.89,300.44,301.39,300.35,307.02,303.33,304.89,303.45,500,Rain,light rain,10d,1658542120.450209,Singapore
1.3521,103.8198,Asia/Singapore,28800,1658638800,1658617533,1658661393,1658603820,1658648700,0.86,1008,60,294.82,3.53,89,4.27,92,0.88,7.16,11.11,303.26,298.62,303.52,300.16,301.09,298.63,306.19,302.54,303.96,299.45,501,Rain,moderate rain,10d,1658542120.450209,Singapore
